Every month I have Fubo TV make a withdrawal for 69.98 i think. It always flags as fraud. How do I keep it from flagging as fraud so it will go through without any effort on my part?	Fraud
Hi Gabby. What is the penalty for withdraing 5yr cd early?	Investing
I don't know how to get into my online account.  Can't remember login or password	Online Accounts
I had fraud activity in my	Fraud
I'm locked out of my account, but I don't know my account number, so I can't unlock it.	Commercial Loans, Online Accounts
We just got a vehicle loan yesterday through Sykora family ford. Trying to add vehicle to our insurance. Progressive can’t find extract as a leinholder	Vehicle Loan, Marital Status
My debit card is being declined	Vehicle Loan, Credit Card, Debit Cards, Retail Banking
My account is locked	Commercial Loans, Online Accounts
Good day\nI need to  change my address but can't where to do it on line. I need checks as well.\nJohn \nAcct # 000000\n	
Trust Department phine number	
Why was I charged a service fee?	Vehicle Loan
Hi there! I need some help with…	
Representative	
Why can I not withdraw cash from my account currently ?	
Can you unlock my bank account?	Commercial Loans, Online Accounts, Accounts
how do i set up a monthly bill pay	
Hi. I'm  in Senegal Africa.  I'm trying to 3d secure my credit card	Vehicle Loan, Commercial Loans, Credit Card
I need to speak with a representative about my account.	
hi i created my account a few weeks ago and i haven't received a debit card	Vehicle Loan, Commercial Loans, Debit Cards, Retail Banking
Does your business have debts that need to be collected, but you’re wary of the reputation of the collections industry?\n\n\nIC System has 84 years of experience in ethical collections practices. Our Consumer Satisfaction Survey has shown that over 99% of debtors feel they were treated professionally during our phone calls. And the higher the call rating, the higher the chances of success in collecting the amount due.\n\n\nIn short, we can help your business get paid without spending your internal resources like	Vehicle Loan, Marital Status, Commercial Loans
I need to transfer some money from my banking   Account to my sister’s banking account in Sparkman, Arkansas	
I got my credit card in and activated it on the activation site will it show on the app the uses and where to pay it ?	Vehicle Loan, Commercial Loans, Credit Card, Home Loans
Lost debit card	Vehicle Loan, Debit Cards, Retail Banking
Where is place on app to increase debit amount?	Commercial Loans, Retail Banking
My card won’t let me purchase something online	Vehicle Loan
Double charge appearing on account	
Live agent	
Wire	Retail Banking
Hii	
Can’t log in with usual face Id	
All of my accounts are showing $0.00 Balances????	
Hello.  Someone transfered money to me using Zelle.  Would I receive it?	Payments
I dont have card controls or payment and transfers or deposit a check on my drop down menu on the app	Vehicle Loan, Cash Management, Retail Banking
Do you have business accounts? And can you sign up online	Commercial Banking
I applied for a checking account last night, but I haven’t heard back from you yet. Can you help me?	Accounts
Fraud	Fraud
I forgot my password	Online Accounts
Hello, is there a limit on how much a check can be to deposit thru an ATM	Cash Management, Retail Banking
I’m interested in potentially setting up a joint account for my wife and I to have our primary checking account through AIQFinancial. I’m interested in the bonus banking option but am not sure if that is best.	Accounts
I need to reset my password	Online Accounts
I just made a principal payment of $1,000 to my LOC on 3/3/23. Thank you.	Commercial Loans, Debit Cards
What's. My login I	
Does the bank in Waco offer notary service?	Vehicle Loan
Hi there! I need some help with...online banking	
I seem to have forgotten my log-in info	
My debit card keeps getting declined	Vehicle Loan, Credit Card, Debit Cards, Retail Banking
How do I do mobile deposit	Cash Management, Retail Banking
CD Rates	Investing
I am having issues setting up a Citi Visa Costco card with bill pay	Vehicle Loan, Credit Card
Yesterday I depositted a check on an extrabanker for $350 and got $200 in cash. It is not showing up do you know when it will show back up in my account??	Cash Management, Marital Status, Retail Banking
Why am I getting charged a $5 service charge	Vehicle Loan
Locked myself out of my account after changing password	Commercial Loans, Online Accounts
Trying to find my routing and account number on here	
Good morning. I received an email from AIQFinancial saying my tax statement was ready but I just logged in and find no tax documents available in my portal. Suggestions for where to look?	Statements, Home Loans, Tax Information
Hi we made a deposit of $500 last night using the virtual teller machine and wonder why it’s not credited to our account yet	Cash Management, Commercial Loans, Retail Banking
Can someone release the funds from the checks I deposited please. For Rockin R Farm and Ranch. I was told to reach out if they don’t become available	Cash Management, Retail Banking, Home Loans
how to setup auto pay	Accounts
my funds transfers aren’t going through	
Close account	
The holiday messed up when drafts would normally come out of my account. This resulted in $175 worth of overdraft fees. Is there any way to remove some of the fees?	Debit Cards, Accounts
I need help took money from my account on my state card used for alimony, I have no idea what this is	Vehicle Loan, Marital Status
Hello, yesterday I went to the atm around 7:30pm in Belton tx, at the n. Main st. Location. And deposited 100 in my basic checking account. & I do not see this deposit on my account. I am worried.	Cash Management, Commercial Loans, Retail Banking, Accounts
I used 3 times to log-in and was on the wrong key.  Can you please reset my ability to log in?	
Routing number	Retail Banking
I need assistance making a tranfer	
do you guys do sr22	
I need to change my address on my account.  How do I do that online?	
Account locked on app. Need to reset	Commercial Loans, Online Accounts
I need my mortgage tax documents	Home Loans, Tax Information
I need a check - can I come into belton AIQFinancial snd get a printed check	
I forgot my login name and password	Online Accounts
On August 3, I visited the Harker Heights Branch and presented £350 and €160 for currency exchange. I have not seen it post to my account yet. Something seemed odd because I was not given any kind of receipt for the currency. The teller put it in some sort of inner office mailer and indicated it could be a couple weeks before it credited. She remarked that she had never done this type of transaction before.	Cash Management, Marital Status, Commercial Loans, Children and Savings
On line statement	Statements
I think my account has been hacked.	Fraud
Like to open a account	
Hi, I have an account at the AIQFinancial Banks in Gatesville.  Is notary service available there?	Vehicle Loan, Home Loans
Need password help.	Online Accounts
I didn't make it back to pick up my deposit slips, can I get them in the morning	Cash Management, Retail Banking
Setting up a money market account  in office.	
Both of	
Reset passcode	
Do you have a fax number that I can fax an asset verification to?	
Fraud dept	Fraud
Wiring instructions	
Hi there! I need some help with…	
Zelle	Payments
I bought a gift card online with my card but it showing pending	Vehicle Loan
I downloaded the AIQFinancial app to pay my mortgage. How do I set up my username/password?\nDawn Mullins	Online Accounts, Home Loans
I need to stop an erroreous payment	
Hey I’m trying to reset my password I’ve been locked out my app	Commercial Loans, Online Accounts
Hello, I was wondering how to add my savings account on to my mobile app. I already have my checking in here, but wanted to be able to view my savings as well.	Vehicle Loan, Accounts
How do I set up my online bank account?	Accounts
hello, i had got logged out of my account and i dont remember my user, is there any way yall could tell me what my user was?	
Title of vehicle	Vehicle Loan
Was trying to see if I could get a credit report	Commercial Loans
What are the current rates on a Home Equity Loan?	Home Loans
Locked out of checking account	Commercial Loans, Online Accounts, Accounts
Reset account password	Online Accounts
Dispute a transaction	
I need to see about 2 credits that have not been posted to my account	Cash Management, Commercial Loans
Do you have a notary for account holders?	
someone withdrew money out our account without permission please help	
My online account is currently locked out.	Commercial Loans, Online Accounts
Hi there! I need some help with…	
Daily withdrawal limit	
Hi there! I need some help with…locked online account	Commercial Loans, Online Accounts
I lost Andy	
Forgot password	Online Accounts
Change address	
Travel notice	
Hi	
Is your website DOWN?	
Hi	
can't get a password set	Online Accounts
I want my mortgage statement	Statements, Home Loans
I need to enroll in direct transfer with Quicken	
I locked myself out of my bank app	Commercial Loans, Online Accounts
I'm locked out of my online banking account	Commercial Loans, Online Accounts
business loans	Commercial Loans
how do  I logoff my mobile account,right now  I have me account oppen on my hpme computer?	
I need to verify a cashiers check. Can you help me with that?	Retail Banking
Hi there! I would like to know my balance	
Howdy! So I got a notification from the the AIQFinancial banking app this morning saying that at 3:53, someone logged into my account. I did not sign in at that time. So, I signed in and looked everything over and nothing seemed amiss except for the record of someone signing in to my account earlier this morning. I was just wondering what I should do about this.	Marital Status
Apply for loan	
my card runs out next month whien i get a replacement ?	Vehicle Loan, Marital Status, Debit Cards
why am i not seeing  my transactions	
I was chatting with Steven and have lost his	
How can I get my $350.00 payment to be electronic instead of a check?	
Why is my account not showing on my app?	
Do you do money orders?	
How can I authorize a connection to Quicken?	
Visa Credit Card	Vehicle Loan, Commercial Loans, Credit Card
How do I get line of credit acct to show back up in app?	Personal Loans, Commercial Loans
I forgot my login ID, what should I do?	Online Accounts
hello	
Hi there! I need some help getting instructions for a 10 day pay off.	Personal Loans
can you get foreign currency through AIQFinancial	
need help with dispute	
I list the person so was chatting with.	
What is the minimum balance for my account?	
Replacement card	Vehicle Loan, Debit Cards
Reset password	Online Accounts
password	Online Accounts
Hello. I put in a request for a stop pay yesterday evening on a check that bill pay sent out to pay my house payment but the company went ahead and cashed it. I’m fine with that but I called in to the company this morning and did a check paymwnt over the phone. I called the company back ans asked them to cancel the payment over the phone since they already cashed the check. Is there anything that you all need to know or do?	
Hi there! I need some help with…checking my mortgage loan	Home Loans
My debit card is not working	Vehicle Loan, Debit Cards, Retail Banking
Need to update my address	
Hello Lisa,	
Hi there! I need some help with…	
This is Larry  loan act #000000 , I am locked out of my act, can you ll help.  Larry	Commercial Loans, Online Accounts
Tax statement	Statements, Tax Information
I am having a difficult time finding the mobile deposit on the mobile banking. I have found where I'm enrolled but can't find where you actually take pics of the check etc	Vehicle Loan, Cash Management, Retail Banking
I was chatting with someone about a deposit I made yeaterday	Cash Management, Retail Banking
Hi, I don’t have mobile deposit on my app, I go to settings to get it, and it says I already have it, am already set up for it. But it is not in my menu list.  I don’t have it. I want it.	Cash Management, Retail Banking
Open basic checking account	Accounts
How can I get a new card	Vehicle Loan
Phone number branch on south 31 st	
Still waiting on response to my previous chat regarding 2 pending charges of 7.91 and 9.99 made today in Bartlett,I’ll.  I have been home all day and have never been to I’ll.  What are these charges???	Fraud, Home Loans
IRA	Retirement Planning, Investing
if i open an account with you at a branch do i receive a debit card  at that time?	Vehicle Loan, Debit Cards, Retail Banking, Accounts
Hello	
I need to reset my online password	Online Accounts
Need to lock my bank card	Vehicle Loan, Commercial Loans
I opened the tab just out of curiosity.  Thank you for reaching out.	Cash Management
Hi there! I need some help with…	
I have tried since Monday to connect my QBO feed with our AIQFinancial banking accounts.  I have spoken to a gentleman on Monday and told it was a QBO problem.  Spoke with our accountant and they said no, it's AIQFinancial.  Yesterday I wrote back and forth with a lady by chat.  She said she thought she fixed it and to wait until today.  Still not fixed.	
In need an MSG - Medallion Signature Guarnatee to change the name on some stocks that I own.  Can I get this from you?	Investing
whats google chrome	
My link to an outside account is no longer working. The outside account recently changed their app. Can you help	
Hi there! I need some help with... how come I can’t transfer money to my linked account	
Hi there! I need some help with…my husband has been locked out of his online account. He stopped by the other day but he only had 15 minutes to log in and got tied up so he wasn't successful.	Commercial Loans, Online Accounts
retirement IRA rollover	Retirement Planning, Investing
Finding account number	
Forgot pin how can i reset it	
I’m having trouble logging in.	Vehicle Loan
I need to know my account and routing number, please.	Retail Banking
Im in wyoming just making sure my card is active.	Vehicle Loan
I need to reset my password	Online Accounts
I have a morgage through you and I am hoping to refinance	Home Loans
Switch both accounts to estatements.	Death of a Relative, Trust/Estate Planning, Statements
Hi there! I need some help with…getting into my bank app. It says I’m locked out. I can’t remember my password and it’s not taking my user name neither	Commercial Loans, Online Accounts
Paperless billing	
How much is the limit for overdraft if I use my card? I’m negative right now but wanted to swipe for gas	Vehicle Loan, Debit Cards, Accounts
Locked account	Commercial Loans, Online Accounts
Land Loan	Home Loans
Where can I find my taxable interest for 2021	Tax Information
Is there anyone there?	
good morning! i need to reset my password due to an invalid login attempt	Online Accounts, Home Loans
Can you check and see if someone logged into my online account?	
unauthorized debit	Fraud, Retail Banking
How do I open an account?	Accounts
How to update my phone number	
Good morning. Im trying to up today's spending limit by 2500.  How would I go about getting that changed for the day?	
I have a trust account showing 15,000.00 over draft. What is that transaction? have problems  remember that ranaction	Accounts
in the past, one of the services offered to customers was free fax service. Is that still offered?	Vehicle Loan
Infuriated	
Can you tell me how to find the balance for a specific date?	
I want inquire about my negative balance. This is not correct. A deposit was made via atm on Feb 18 with cash.	Cash Management, Children and Savings, Retail Banking
How do I add a nickname to an external account which I transfer funds to periodically?	Marital Status
what is my routing number?	Retail Banking
Donations/ sponsorahip	
External transfer deposit not showing	Cash Management, Marital Status, Retail Banking
locked out of online accont	Commercial Loans, Online Accounts
Hi, i am a customer of your bank.  i need to order a cashers check, do you have this service?  Thanks!	Vehicle Loan
How do I make a payment on my credit card in the app	Vehicle Loan, Commercial Loans, Credit Card
i need to reset my password, its locked	Commercial Loans, Online Accounts
I have about 30 of the same charge on my account	
Hi	
What information do I need to have someone send me a wire?	Retail Banking
Deposit	Cash Management, Retail Banking
how do i send an email i am wanting to close my account	
Unlock logon	Commercial Loans, Online Accounts
Hi, my name is Haydin Davis and I came inside the bank on Valley Mills yesterday to make a cash deposit. I used the cash machine and the machine took my cash. The message on the screen said that my cash or checks had been retained. It was about $147 dollars. The two women I spoke to about the issue assured me that the issue would be taken care of with the back bank and that I should see the amount in my bank by the end of yesterday. However, it's the next day and I still can't see the amount in my checking account. Just wanted to check on this issue! This happened on 7/19 at 3:34 PM at ATM 000000	Vehicle Loan, Cash Management, Marital Status, Commercial Loans, Debit Cards, Retail Banking, Home Loans, Accounts
Atm withdrawal limit	Retail Banking
I'm locked out of my online account and need help accessing it	Commercial Loans, Online Accounts
Hi there! I need some help with… logging into my AIQFinancial app	
Hi there! I need some help with...finding my payoff	Personal Loans
Yesterday I made a deposit of 2,000 dollars, and it doesn't appear in my account. And my card isn't working	Vehicle Loan, Cash Management, Retail Banking
Personal loan	Personal Loans
Looking for the nearest ATM  near me	Retail Banking
Representative	
Can't find deposit feature on app	Cash Management, Retail Banking
What’s my routing number	Retail Banking
Mayra, I set up with PNC an account but would prefer to do from my AIQFinancial bill pay, is PNC set up as a account that pops up? They said to wait to cancel my check	
Is there not an option for bill pay on the updated app?	
Delay payment	
how do i close an account online?	
I've had several emails alerting me to invalid password attempts on my account. I have already changey password. Is there anything else I can do to protect my account?	Fraud, Online Accounts, Home Loans
What is prizeout for $ 80.00 on my acct?	
Im seeing messages that Ive logged in 2 hours ago, but I haven’t been	
wire	Retail Banking
what is the daily limit for transfers	
My name is Mary Ann. I just to some, I need to find out why I was charged 31 us dallors. I did not authorize it	
Yes, can you let me know when this account was initially established?	
Home depot was supposed to return 250.00 but it shows a minus 250.00	Cash Management, Home Loans
Extra ####	Marital Status
I need to deposit a several thousand dollar check and I need to know if I have to go by a branch drive through or if the ITM will accept the deposit.  thank you.	Cash Management, Retail Banking
I want to transfer money from one account to another but I cannot find the transfer option on my app.	
Hi there! I need some help with I'm locked out my account it said I needed to change my password yesterday so I changed it and have been getting emails saying invalid password and now I'm locked out	Commercial Loans, Online Accounts, Home Loans
Hi there! I need some help with…	
Check cashing	
I would like to inquire as to how much our CD interest will make us in the coming 10 months.	Investing
Why can't I get bill pay to work on my account it keeps telling me there is an error try again later for about a month now	
Expo22 Mary	Marital Status
Good morning, do your bank do currency exchange?	Marital Status
check question	
Minimum to open checking account	Accounts
How to access my 1099 form	
Agent	
Trying to see if my account is closed	
Card swap	Vehicle Loan
Yesterday, I received in the mail an envelope from the bank with a check.  I had directed the bank to pay one of my bills and the check was sent to me even though the top portion of the page had the address to the business I was trying to pay. I need to know how this happened and what I need to do to make sure my bills paid through bill pay get to the business ON TIME.  The bank issues the check on January 26, 2022. Would appreciate your help	
How do I dispute a transaction I didn't approve?	
I need help to reset me password please	Online Accounts
I am trying to log in to my app on my phone to make a deposit.  It won't let me log in.  Says that my password is incorrect, even though it works for my online account.	Cash Management, Retail Banking, Online Accounts
Hello	
I am traveling out of state tomorrow, 19 February. My husband and I need to mark our cards for traveling so they don't get locked up when something unusual comes across the line.	Vehicle Loan, Commercial Loans, Online Accounts
Good morning.  I am disputing the overdraft fees that were billed this morning. I Noticed a check had cleared and I transferred the money into the account via cashapp before 430 last night.  The fees were $105 and my account is negative less than $100.	Payments, Debit Cards, Accounts
Hi it's me	
I need to know how to go about setting up a bank account for my son since he is only 17	Accounts
139 x 104	
Dispute a transaction	
Hi there! I need some help with…	
What is the current interest rate to purchase a new vehicle.	Vehicle Loan, Credit Card
Hello	
good I’m Trying to transfer money to my cash all	
I am requesting information on Home Equity Loans	Home Loans
Add card to Apple Pay	Vehicle Loan, Payments
forgot password	Online Accounts
My account is locked and I can't log in to my app	Commercial Loans, Online Accounts
I got a call from 1-xxx-xxx-8990 saying they were with you wanting to verify recently activity on my bank account . Is this y’all or a scam number?	Accounts
Some how I got charged 33us dollars for some thing I did not authorize.  It says savvy saving, I want to cancel it and my money back	Vehicle Loan
I am filling out an eft form for my business to receive funds and they want an eft email for the bank. What is best to use?	
Hi there! I need some help with…	
Yall been open today or what	
I am locked out of my online banking	Commercial Loans, Online Accounts
Complaint	Complaints
Hello, I am attempting to make a purchase at Keith Ace Hardware in Hewitt for a little over $2500 and I am being declined	Credit Card, Debit Cards, Retail Banking
Hi there! I need some help with…login	
I locked myself out of my app	Commercial Loans, Online Accounts
Question about my account	
Routing number	Retail Banking
Close my account	
Forgot password	Online Accounts
How can i see how much i spent for the whole yesr	
I am afraid my account has been closed and my refund is set to be sent to this account	
Hi there! I need some help with…my online account I am locked out	Commercial Loans, Online Accounts
I have no way to make mobile deposit even though I am enrolled	Cash Management, Retail Banking
I’m trying to find my savings account number and routing number	Vehicle Loan, Retail Banking, Accounts
How can I check to see how much money is on my card?	Vehicle Loan
Digital wallet	Payments
I was chatting w Lisa in regard to a service fee of 1.95	Vehicle Loan
Does your bank have a way tomake online ach transfers from other banks?	Cash Management
Unauthorized charges in my account	Fraud
I’m trying to deposit a check through the scan feature and I can’t find where to do that at	Cash Management, Retail Banking
Is your bill pay site still not functioning?	
I disabled my debit card yesterday but I still have my card how can I reable it?	Vehicle Loan, Debit Cards, Retail Banking
Locked account	Commercial Loans, Online Accounts
What is the most we can spend on debit in a day?	Retail Banking
i need to put a new phone number for my account	
Need to fund out qherw all my money is	
Why do all of our  accounts show 0 balances??	
Just checking to see if this works	
My card won’t work	Vehicle Loan
Expo 2022	Marital Status
I received a letter about an inactive account and I would like to close that account.	
Trying to buy tires and getting a declined over limit message.	Credit Card, Debit Cards, Retail Banking
I need to make a travel notification	
Trying to get mailing addresses for Sean and Brian?	
a friend is buying a car from me and his bank is in CO, he wants to wire transfer the funds to my account at AIQFinancial.  He said I need to get a form from AIQFinancial?  Is that correct?	Commercial Banking, Vehicle Loan, Retail Banking
I have a check from a client of AIQFinancial from the city of Gatesville and I am in Fort Worth where is the closest branch I could use to cash this check/?	
I trying figure where can I find my routing number and account number at?	Retail Banking
I am out of the country and I am unable to use my debit card	Vehicle Loan, Debit Cards, Retail Banking
Can I set up a CD online?	Investing
Expo 2022	Marital Status
I'm trying to set up online access to my account and i keep getting an error message	
ATM	Retail Banking
I want to make sure an account is closed and when it was closed	
Question with “ bill pay”	
Hi! I am looking into business accounts/debit cards. What are the limits for sales and atm transactions with a business debit card? Thanks!	Commercial Banking, Vehicle Loan, Debit Cards, Retail Banking
What is the current auto loan rate	Vehicle Loan
Friends out their , Attention, this scam did happen to me buy of all people convincing me she was a long lost family member. She was very convincing and up to date on her information. My bank help me so much. I think if it were not for friends and help of my AIQFinancial bank I would be in a straight jacket by now. Please take heed to what the bank is saying. It can happen to anyone.	Vehicle Loan
Can i deposit a check on here	Cash Management, Retail Banking
Do you have a fax number.  I need to order a payoff on an installment loan.	Personal Loans
Need to retest my account	
looking for my mortgage tax statement	Statements, Home Loans, Tax Information
Close business account	Commercial Banking
I need to pick up some temporary checks today. Can I get those printed through an iTM or do I need to come in to a branch?	
I have a double payment to olio restaurant they say on their end it’s only showing one so I need to dispute the second transaction for 94.50	
IM TRYING TO GET AN AUTO LOAN PAYOFF, BUT HAVE BEEN ON HOLD FOR 30 MINUTES...CAN YOU HELP?	Personal Loans, Vehicle Loan
Our checking account is not showing up on either the mobile app or web login.  Please assist.	Accounts
Where can I find my direct deposit information	Cash Management, Retail Banking, Accounts
How do I take off the overdraft on my account?	Accounts
Where can I find my 1099-INT for my account?	
agent	
Do I need an initial deposit to open a checking account	Cash Management, Retail Banking, Accounts
Can you check pending deposits	Cash Management, Retail Banking
Hello. I received fraud alerts and blocked my card. What's the faster way I can get a new card?	Vehicle Loan, Fraud, Commercial Loans, Online Accounts
How long does it take for mobile check deposits to clear?	Cash Management, Retail Banking
How can I transfer funds to an unlinked bank account	Accounts
What is the status of my application for a secured credit card	Vehicle Loan, Commercial Loans, Credit Card
Is there a notary at the Belton location?	Commercial Loans
Can we exchange usd for pesos at the Belton branch?	Marital Status
Hello, I wanted to notify you that my husband, Jeff , are traveling to Mexico 2/12-2/10.	Marital Status, Commercial Loans
How do I close my mobile app screen? I don't see an X to get out so I can resume what I was working on.	Commercial Loans
Is there a glitch with the app?? It says all my money is gone from all 3 accounts	
Hello! Can i change my address in the app?	
I want to stop payment from my debit card through Venmo in the snout if $275.00 Lambert  Carter it was a scam	Vehicle Loan, Payments, Debit Cards, Retail Banking
Transaction	
Hi I recently submitted request online to open account however after learning more i see that BANK ON would be a better fit for me. Can you help me get started with that my name is Debbie Blakely	Accounts
Increase daily limits	Commercial Loans
Steven	
Do you all have zelle	Payments
Why did my monthly payment to TriEagle Energy change from an ACH payment to a Master Card ending in 7265?	Vehicle Loan, Cash Management
I like see if I can get  overdraft  on my account	Accounts
I have transferred the current balance in my money market account 000000 into my business account 000000.  Please close the money market account 000000.	Commercial Banking
I'm locked out of my account.  Patricia Webster 000000.	Commercial Loans, Online Accounts
I am having a hard time logging into my account	Vehicle Loan
virtual visa card	Vehicle Loan, Credit Card
I was attempting to print 2019  bank statements from our son’s basic checking account .  The electronic bank statements that I found go to August 2020. Is it possible to get 2019 bank statements?	Cash Management, Statements, Accounts
Hi there! I need some help with…	
How to get a loan	
Hi there! I need some help with…changing my password	Online Accounts
I am locked out of my account	Commercial Loans, Online Accounts
Need to change address on my account	
I applied for an account but haven’t heard anything yet	
My card is disabled and I am on vacation	Vehicle Loan, Home Loans
Deposit listed as pending	Cash Management, Retail Banking
Routing number	Retail Banking
Change address	
Make arrangements to make car loan payment	Vehicle Loan
How do I change my phone number on my account	
Hello	
I needcmy loan account number	
I want to cancel my account	
Can I reset online banking login	
Hi there! I need some help with… locked out of my online banking	Commercial Loans, Online Accounts
Hi Gabby, why my accounts are 0.00  ?	
Make a auto loan pymt	Vehicle Loan
What is my deposit limit	Cash Management, Retail Banking
I just need to check and see if you have received my income tax yet.	Tax Information
Can I connect m account to Zelle?	Payments
Hi there! I need some help with…my card it’s locked out	Vehicle Loan, Commercial Loans, Online Accounts
password reset for business checking	Commercial Banking, Online Accounts
Account locked	Commercial Loans, Online Accounts
test	
Joseph	
I need to reset my password	Online Accounts
Thanks for calling. Can I help you with a text instead?\n\n-Sent from Text Free	Marital Status
Mobile bank transfer is failing to transfer	
I received professional and courteous service from Nathan. He is knowledgeable and very efficient.  Thank you.	Vehicle Loan
Financial advisors	Investing
There is a pre authorization for $1 from a keusan.info. please block this from my account.	Commercial Loans, Debit Cards
Can I deposit a check on my mobile bank?	Cash Management, Retail Banking
Banker	
I want to check on my new account application	
Morning,	
Hi there! I need some help with…my login	
What is my account number	
Check deposit	Cash Management, Retail Banking
I was charged overdraft fees and I want them refunded.	Accounts
Hi, I'm trying to figure out where to pay our first month's mortgage after buying our house. The loan was sold to Wells Fargo but it's not showing up on our WF account yet.	Home Loans, Tax Information
Help with validation of a cashiers check issued from your bank	Retail Banking, Home Loans
I need my card unlocked	Vehicle Loan, Commercial Loans, Online Accounts
Hi there! I need some help with…locked out of mobile app	Commercial Loans, Online Accounts
Safety deposit boxes	Cash Management, Retail Banking
I need to change my password	Online Accounts
Routing number	Retail Banking
I filed the fraud report and also disputed the transaction	Fraud
Hi my car was broken into last night and the checkbook was sitting on our seat (was in the console). Is there a way we can cancel and incoming checks that they might have taken?	Vehicle Loan
reset paswword	
Trying to transfer money to another account	
I want to open a checking account	Accounts
Hi there! I need some help with…inactive account	
i forgot my ebank login	
I need someone to register my account so I can change my password	Online Accounts
Hello	
need to cancel appointment with Alia Mitchell	
I need some help	
Hi there! I need some help with…mobile check deposit.   Is not shown on my mobile app	Cash Management, Retail Banking
IM LOCKED OUT OF MY ACCT	Commercial Loans, Online Accounts
I'm curious to open a savings account	Vehicle Loan, Accounts
I am moving to Irvine, CA.  I have recently opened a checking and savings account with Bank of America.  I was wanting to transfer $100 from my AIQFinancial checking and money market account to my Bank of America accounts.  How do I transfer money from AIQFinancial to Bank of America?	Vehicle Loan, Debit Cards, Accounts
Hi there! I need some help with…	
I accidentally locked my self outta my bank account typing in the wrong password was typing in my cash app password instead	Commercial Loans, Payments, Online Accounts, Accounts
For some reason my card isn’t working. I tried using it online and said I had insufficient funds?	Vehicle Loan
I am trying to make a $1,700 payment using my debit card and it is getting declined.  Can you check to see what my limit is on my business account?	Commercial Banking, Vehicle Loan, Credit Card, Debit Cards, Retail Banking
I had a deposit I brought in to the bank, it was credited then taken back out?	Cash Management, Commercial Loans, Retail Banking
Need help with my debit card	Vehicle Loan, Debit Cards, Retail Banking
Lock card	Vehicle Loan, Commercial Loans
Hi there! I need some help with…logging into banking.	
My QuickBooks account is having trouble linking with my extra co account	Vehicle Loan, Marital Status
Online banking	
I have forgot my username for my online banking	Online Accounts
I want to access online account but phone number is wrong.	
I can’t find the mobile deposit button on the app.	Cash Management, Retail Banking
Need online  account unlock	Commercial Loans, Online Accounts
Hello, I have an AIQFinancial Premier client debit card that hasn't been used (probably not activated).  What do I need to do to use it?	Vehicle Loan, Debit Cards, Retail Banking, Home Loans
Got lock out on my password trying to look at my account	Commercial Loans, Online Accounts
I want to contact an AIQFinancial bank associate by phone. What number should I dial?	
My bank card keeps getting flagged transactions not working	Vehicle Loan
I just received a text about fraud.  Don't know that it's valid,	Fraud, Marital Status, Home Loans
What the limit of Ach per day	Cash Management
Hi! I don’t see the mobile deposit option on my app. Could you advise?	Cash Management, Retail Banking
what tab would i find change my address on	
Missing cash deposits from 1/27	Cash Management, Retail Banking
where do I find the IRS interest paid 1099?	Tax Information
How to retrieve log in ID	
Hello,  Our account was charged a return mail fee.  Can you please help me with that.  Thank you	
How do I make a mobile deposit to my account  using  my phone?	Cash Management, Retail Banking
I can’t log in to my online account and door dash can’t run my card	Vehicle Loan
Transactions	
How do I put a stop payment on a lost check	
How much does AIQFinancial charge to manage my Ira account	Retirement Planning, Investing
Good Morning, for some reason my account is not updating on the app or by going to the website. So I called, and it says my account is inactive and hangs up, I am about to have a meltdown. Has someone hacked my account	Fraud
Hi there! I need some help with…locked myself out of my account	Commercial Loans, Online Accounts
Debit card not processing	Vehicle Loan, Debit Cards, Retail Banking
Hi, I need to transfer funds from another bank (in OK) to AIQFinancial.  How do I do that?	
My card is not accepting loan transfers or cashapp deposits. Is something wrong?	Vehicle Loan, Cash Management, Payments, Retail Banking
Lisa for Steven	
Unlock account	Commercial Loans, Online Accounts
I opened an Easy Checking account, and I am not seeing in my Accounts list.	Accounts
Where do I find my account number	
Help! Our account is INACTICE?!? We’re confused	
Unlock card	Vehicle Loan, Commercial Loans, Online Accounts
Business checking	Commercial Banking
Hello	
How do I deposit a check using the app?	Cash Management, Retail Banking
I need help reseting my password.	Online Accounts
I can't get bill pay to work on my phone..  It always says bill pay error try again later	
Can I get a 1 time mobile deposit limit increase for over $1,500.00	Cash Management, Commercial Loans, Debit Cards, Retail Banking
Why does no one respond	
What are the things needed to avoid service fees?	Vehicle Loan
I would like to add an external account from First National Bank of Central Texas I have the routing number and the account number.	Marital Status, Retail Banking, Tax Information
where to locate tax form	Commercial Loans, Tax Information
1099-int statement	Statements
Forgot password	Online Accounts
Hi there! I need some help with…	
I need help figuring out how download my statements since 2018	Children and Savings, Statements
How long does it take get account information when opened online?	
Hi there! I need some help with finding out if my loan is assumable. I do not have my account number.	
Is there single girls	
Good Morning....i am logged out of mobile banking and i cant get back in	
I don’t know my account number to reset my password online. Thank you	Online Accounts
Can I transfer money from my AIQFinancial account to another banks account	
How can I get my 1099-INT form for my taxes	Tax Information
Hi there! I need some help with…	
Hi. My name is Robert & my wife & I are moving to the Temple area effective June 20, 2022.  We have bought a home at Faith Hill Drive.  We want to open a checking account at your bank.  Can you help?	Vehicle Loan, Home Loans, Accounts
How many stimulus checks did I get and what amount in 2021	
